EAN;DESCRIPCION;UM BULTO
7798126074472;GALLETITAS C CHIPS SABORES DE LA VIDA X 160 GRS   ;35
7798126082248;VINO TINTO PINOT NOIR LA POSTA X 750 CC           ;3
7798126082279;VINO TINTO PINOT NOIR LUCA X 750 CC               ;3
7798126940128;PAN DE MESA LACTEADO NEWEN BOLSA X 500 GRS        ;7
7798126940135;PAN DE SALVADO NEWEN BOLSA X 500 GRS              ;48
7798126940142;PAN DE MESA NEWEN BOLSA X 500 GRS                 ;48
7798128000165;ALFAJOR MAICENA CACHAFAZ CAJA 6 X 76 GRM      ;12
7798128000257;ALFAJOR CHOCOLATE C MOUSSE CACHAFAZ 6 X 50 GRS;12
7798128000479;ALFAJOR CHOCOLATE NEGRO CACHAFAZ CAJA X 6 UNI ;12
7798128000509;ALFAJORES MIXTOS DE CHOCOLATE CACHAFAZ 12 X 47.5GR;6
7798128000677;GALLETITAS AVENA PASAS CACHAFAZ X 225 GRS     ;21
7798128000684;GALLETITAS AVENA ALGARROBA CACHAFAZ X 225 GRS ;21
7798128000691;GALLETITAS AVENA CHIPS CACHAFAZ X 225 GRS     ;21
7798128000707;GALLETITAS AVENA GRANOLA CACHAFAZ X 225 GRS   ;21
7798128001896;CONITOS DE CHOCOLATE NEGRO CACHAFAZ CAJA X 6 UNI  ;12
7798128410032;GALLETITAS S TACC CHOCOLATE AGLU CJ X 150 GRS     ;20
7798128410087;REBOZADOR S TACC AGLU BOLSA X 450 GRS             ;25
7798128410285;GALLETITAS S TACC C GOTITAS CHOCO AGLU X 180 GRS  ;20
7798130463354;VINO CABERNET FRANC ORG NICO ARTESANO X 750 CC    ;24
7798130465921;VINO TINTO MALBEC ANADA CUESTA DEL MADERO X 750 CC;6
7798130466232;VINO TINTO MALBEC PACHECO PEREDA FAMILIA X 750 CC ;6
7798130466249;VINO TINTO CAB SAUV FAMILIA PACHECO PERED X 750 CC;6
7798131060750;ADEREZO CAESAR PAMPAGOURMET BOTELLA X 250 CC      ;12
7798131061528;ACEITE GIRASOL ORGANICO PAMPAGOURMET BOT X 500 CC ;6
7798131200620;WHISKY ANEJO OLD SMUGGLER X 750 CC                ;6
7798132921111;MERMELADA DE CIRUELA LIGHT CANALE X 390 GRS       ;12
7798132921128;MERMELADA DE DURAZNO LIGHT CANALE X 390 GRS       ;12
7798132921135;MERMELADA DE FRUTILLA LIGHT CANALE X 390 GRS      ;12
7798134193738;LICOR DE DULCE DE LECHE PETAKON PETACA X 400 CC   ;12
7798135921071;PAPEL MANTECA X 5 METROS MIA CASA                 ;3
7798135921088;ROLLO FILM ADHERENTE BULNEZ X 20 MTS              ;60
7798135921095;ROLLO ALUMINIO BULNEZ X 4 MTS                     ;60
7798135922016;PROVOLETERA DE ALUMINIO X6 UDS                    ;3
7798136180576;FIDEOS MOSTACHOL CELESTIAL BOLSA X 500 GRS        ;15
7798136180613;FIDEOS RIGATTI CELESTIAL BOLSA X 500 GRS          ;15
7798136180620;FIDEOS SPAGHETTI CELESTIAL BOLSA X 500 GRS        ;12
7798138290013;TABLETA DE DULCE DE LECHE VAUQUITA 4 X 25 GRS     ;64
7798138290136;TABLETA DULCE DE LECHE LIGHT VAUQUITA 4 X 22 GRS  ;64
7798138290143;TABLETA DULCE DE LECHE LIGHT VAUQUITA X 140 GRS   ;24
7798138290440;TABLETA DULCE DE LECHE LIGHT VAUQUITA X 80 GRS    ;24
7798138290495;TABLETA DULCE DE LECHE CLASICA VAUQUITA X 80 GRS  ;24
7798139011730;ACEITUNAS VERDES RELLENAS Q GULLO FRASCO X 200 GRS;12
7798139011952;ALCAPARRAS EN VINAGRE FAMIGLIA GULLO FRASCO X100 G;16
7798139790604;ALIMENTO PERROS HUMEDO CARREFOUR CARNE 100GR      ;10
7798139790611;ALIMENTO GATOS HUMEDO CARREFOUR FRUT.DE MAR 85GR  ;12
7798139790628;ALIMENTO PERROS HUMEDO CARREFOUR CACHORRO 85GR    ;10
7798139791731;ALIMENTO PERROS HUMEDO PET S CLASS CARNE X 100 GRS;10
7798139791755;ALIMENTO PERROS HUMEDO PET S CLASS CACHORRO 85 GRS;10
7798139791779;ALIMENTO GATOS HUMEDO PET S CLASS FR.D.MAR 85GRS  ;10
7798139791786;ALIMENTO GATOS HUMEDO PET S CLASS SALMN ROS 85GRS ;10
7798139791793;ALIMENTO GATOS HUMEDO PET S CLASS ATUN SAR 85GRS  ;10
7798139792721;ALIMENTO PERROS HUMEDO CARREFOUR POLLO VEG 340GRS ;10
7798139792745;ALIMENTO GATOS HUMEDO CARREFOUR ATUN SARD 340GRS  ;12
7798139792752;ALIMENTO GATOS HUMEDO CARREFOUR POLLO LECH 340GRS ;10
7798139792769;ALIMENTO GATOS HUMEDO CARREFOUR FRUT.D.MAR 340GRS ;10
7798139792783;ALIMENTO GATOS HUMEDO CARREFOUR SALMON ROSA 85GRS ;10
7798139792790;ALIMENTO GATOS HUMEDO CARREFOUR ATUN SARDIN 85GRS ;10
7798139793056;ALIMENTO PERROS HUMEDO KINGFOOD POUCH CARNE 100GR ;10
7798139793063;ALIMENTO PERROS HUMEDO KINGFOOD CACHORRO 85GRS    ;10
7798139793070;ALIMENTO GATOS HUMEDO KINGFOOD FRUT. D.MAR 85GRS  ;10
7798139793544;ALIMENTO GATOS HUMEDO CARREFOUR FRUT.D MAR 340GRS ;12
7798139796668;ALIMENTO PERROS HUMEDO PET S CLASS POLLO X 100 GRS;10
7798139796675;ALIMENTO GATOS HUMEDO PET S CLASS ADUL CARN 85GR  ;10
7798139796682;ALIMENTO GATOS HUMEDO PET S CLASS POLL LECH 85GR  ;10
7798139796750;ALIMENTO PERROS HUMEDO CARREFOUR POLLO 100GR      ;10
7798139796767;ALIMENTO GATOS HUMEDO CARREFOUR ADULT CARNE 85GRS ;10
7798139796774;ALIMENTO GATOS HUMEDO CARREFOUR POLLO LECHE 85GRS ;10
7798139796811;ALIMENTO GATOS HUMEDO KINGFOOD POLLO Y LECHE 85GR ;10
7798139796835;SNACK PERROS PETS CLASS CARNE ASADA 50GRS         ;10
7798139796859;SNACK PERROS PETS CLASS CARNE ASADA 120GRS        ;10
7798139796873;SNACK PERROS PETS CLASS POLLO 50GRS               ;10
7798139796897;SNACK PERROS PETS CLASS POLLO 120GRS              ;10
7798139796910;SNACK PERROS PETS CLASS MIX SURTIDO 50GRS         ;10
7798139796934;SNACK PERROS PETS CLASS MIX SURTIDO 120GRS        ;10
7798139796958;SNACK PERROS PETS CLASS PANCETA 50GRS             ;10
7798139796972;SNACK PERROS PETS CLASS PANCETA 120GRS            ;10
7798139797047;SNACK PERROS CARREFOUR HUESO MEDIUM               ;10
7798139797702;SNACK PERROS CARREFOUR PALITO FORTIFICADO 1 4     ;10
7798139797719;SNACK PERROS CARREFOUR PALITOS FORTFICADOS 10 UNI ;10
7798139797726;SNACK PERROS CARREFOUR PACK HUESOS SURTIDOS       ;10
7798139797733;SNACK PERROS CARREFOUR OREJAS DE CERDO DESH.      ;10
7798140251309;CREMA P PIERNAS REAFIRMANTE GOICOECHEA X 400 CC   ;12
7798140251583;CREMA P PIERNAS ULTRANUTRITIVA GOICOECHEA X 400 CC;12
7798140251712;CREMA P PIERNAS REAFIRMANTE GOICOECHEA X 200 CC   ;20
7798140253372;CREMA ANTIAGE HUMECTANTE CICATRICURE X 50 GRS     ;20
7798140254423;CREMA CORPORAL ANTI ESTRIAS CICATRICURE X 400 CC  ;12
7798140256137;SHAMPOO REPARACION TRIATOP X 400 CC               ;12
7798140256724;SHAMPOO ENGROSADOR TIO NACHO X 415 CC             ;12
7798140256731;ACONDICIONADOR ENGROSADOR TIO NACHO X 415 CC      ;12
7798140256779;ACONDICIONADOR HERBOLARIA MIL TIO NACHO X 415 CC  ;12
7798140256786;SHAMPOO HERBOLARIA MILENARIA TIO NACHO 200 CC     ;12
7798140257417;ISOTONICA FRUTILLA KIWI SUEROX PET X 630 CC       ;6
7798140257424;ISOTONICA MANZANA SUEROX PET X 630 CC             ;3
7798140257431;ISOTONICA ARANDANOS POMELO SUEROX PET X 630 CC    ;6
7798140257547;CREMA FACIAL ANTIARRUGA RESTAGE TEATRICAL X 100GR ;12
7798140257554;CREMA FACIAL HUMECTANTE RESTAGE TEATRICAL X 100GR ;12
7798140257714;SHAMPOO HERBOLARIA TIO NACHO DP X 400 CC          ;18
7798140257721;SHAMPOO ENGROSADOR TIO NACHO DP X 400 CC          ;18
7798140257738;SHAMPOO ACLARANTE TIO NACHO DP X 400 CC           ;18
7798140257745;ACONDICIONADOR HERBOLARIA TIO NACHO DP X 400 CC   ;18
7798140257752;ACONDICIONADOR ENGROSADOR TIO NACHO DP X 400 CC   ;18
7798140257769;ACONDICIONADOR ACLARANTE TIO NACHO DP X 400 CC    ;18
7798140257851;SHAMPOO ANTICANAS TIO NACHO X 415 CC              ;12
7798140257868;ACONDICIONADOR ANTICANAS TIO NACHO X 415 CC       ;12
7798140259442;JABON LIQUIDO CARBON ASEPXIA X 200 CM3            ;15
7798140259985;CREMA ANTIAGE REAFIRMANTE CICATRICURE X 50 GRS    ;20
7798140525424;BANDEJA P CAMA MADERA C LAMINA 29X40CM            ;30
7798141132874;HELADO BITES FRUTILLA Y CHOC KARINAT X 120 GRS    ;12
7798141132881;HELADO BITES FRAMBUESA Y CHOC KARINAT X 120 GRS   ;12
7798141710119;ACEITE OLIVA VIRGEN CARREFOUR PET X 500 CC        ;12
7798141710126;ACEITE OLIVA VIRGEN CARREFOUR PET X 1 LT          ;12
7798141711031;PURE DE TOMATE CARREFOUR TETRA X 520 GRS          ;24
7798141711116;ALCOHOL EN GEL C ALOE VERA CARREFOUR X 250 CC     ;12
7798141711147;ALCOHOL EN GEL C ALOE VERA CARREFOUR X 1 LT       ;12
7798141712175;GALLETITAS PEPAS TRICOLOR CARREFOUR BOLSA X 300GRS;224
7798141712236;GALLETITAS MINI FROLITAS CARREFOUR X 300 GRS      ;224
7798141712984;PANO ESPONJA SUPER ABSORBENTE CARREFOUR X 1UNI    ;30
7798141714186;BARRA DE CEREAL DURAZNO CARREFOUR CAJA X 6 UNI    ;20
7798141714193;BARRA DE CEREAL CHOCOLATE COCO CARREFOUR X 6 UNI  ;20
7798141714445;PROTECTORES DIARIOS NORM POCKET CARREFOUR X 80 UNI;10
7798141714513;TOALLAS HUMEDAS HIGIENE ADULTO CARREFOUR X 60U;12
7798141714544;LIMPIADOR LIQUIDO BEBE CARREFOUR BOT X 900 CC     ;13
7798141714551;LIMPIADOR LIQUIDO BEBE CARREFOUR BOTELLA X 4 LT   ;3
7798141714704;CREMA DENTAL DOBLE FLOUR CARREFOUR X 90 GRS       ;48
7798141714711;CREMA DENTAL SENSITIVE CARREFOUR X 90 GRS         ;48
7798141714797;PAN RALLADO CARREFOUR BOLSA X 500 GRS             ;36
7798141714803;PAN RALLADO CARREFOUR BOLSA X 1 KG                ;90
7798141714827;REBOZADOR CARREFOUR BOLSA X 1 KG                  ;90
7798141715169;TOSTADAS LIGHT CARREFOUR X 140 GRS                ;16
7798141716449;LIMPIADOR LIQUIDO FRUTAL CARREFOUR BOT X 900 CC   ;13
7798141717231;TOALLA FEMENINA ANATOMICA CARREFOUR X 8 UNI   ;50
7798141717248;TOALLA FEMEMINA C ALAS CARREFOUR X 8 UNI      ;50
7798141718177;PERAS EN MITADES CARREFOUR LATA X 820 GRS     ;12
7798141718221;ROLLO DE COCINA CARREFOUR 3 X 50 PANOS            ;8
7798141718467;JABON EN PAN CARREFOUR X 200 GRS                  ;40
7798141718474;JABON EN PAN CARREFOUR 2 X 200 GRS                ;20
7798141719648;LIMPIADOR LIQUIDO LAVANDA CARREFOUR BOT X 1.8 LT  ;8
7798141719655;LIMPIADOR LIQUIDO MARINA CARREFOUR BOT X 1.8 LT   ;8
7798141719662;LIMPIADOR LIQUIDO LIMON CARREFOUR BOTELLA X 1.8 LT;8
7798141877058;VINO TINTO MALBEC RESERVA LA CELIA X 750 CC       ;6
7798141877362;VINO TINTO MALBEC EUGENIO BUSTOS X 750 CC         ;6
7798141972371;GALLETITAS CRACKERS LA PROVIDENCIA 3 X 101 GRS    ;16
7798141972470;GALLETITAS SALVADO LA PROVIDENCIA X 120 GRS       ;48
7798141972487;GALLETITAS SALVADO LA PROVIDENCIA 3 X 120 GRS     ;16
7798142350499;KIT DENTAL PORTATIL AVENGERS GUM X1UNI            ;12
7798142351205;CREMA DENTAL PAW PATROL GUM X 100 GRM             ;12
7798142352110;GUM CEPILLO DENTAL CLASSIC 211 GUM X 2 UNI        ;12
7798142356392;CEPILLO DENTAL CLASSIC 411 10 OFF GUM X 2 UNI     ;12
7798142357283;KIT DENTAL VIAJE GUM X 1 UNI                      ;12
7798142880019;TOSTADAS DE ARROZ MOLINOS DEL BOSQUE X 150 GRS    ;3
7798142880026;TOSTADAS ARROZ S SAL MOLINOS DEL BOSQUE X 150G    ;18
7798142920098;SECADOR CMT DE GOMA NEGRO N30                     ;3
7798142920104;SECADOR CMT DE GOMA NEGRO N40                     ;3
7798142920128;SOPAPA CMT GOMA NEGRA MEDIANA                     ;3
7798142920135;SOPAPA CMT GOMA NEGRA C CABO                      ;3
7798142920159;SECADOR CMT DE GOMA ESPECIAL NEGRO N40            ;3
7798146138864;MAYONESA CON LIMON LIGHT HEINZ DP X 350 GRS       ;12
7798146138987;ADEREZO RANCH TAU BOTELLA PET X 300 GRS           ;10
7798146138994;SALSA CHIMICHURRI BOTELLA PET X 310 GRS           ;10
7798146139045;SALSA CHEDDAR TAU BOTELLA PET X 300 GRS           ;10
7798146139106;MAYONESA PICANTE TAU BOTELLA PET X 300 GRS        ;10
7798146300308;TOSTADAS S TACC ARROZ C SAL LULEMUU X 120 GRS     ;10
7798146300803;TOSTADAS DE ARROZ MULTISEMILLAS LULEMUU X 110 GRS ;10
7798146300889;BIZCOCHOS DE ARROZ S TACC SALADO LULEMUU X 50GR   ;30
7798146300933;DADITOS RELLENOS DE FRUTILLA LULEMUU PAQ X 120 GR ;12
7798146301251;SNACK SABOR PIZZA LULEMUU X 50 GRS                ;24
7798147780062;FRAMBUESAS BANADAS EN CHOCO AMAR BLAN FRANUI X 150;24
7798147784008;FRAMBUESAS BANADAS CHOCO BLANC PINK FRANUI X150 GR;24
7798151952332;PASTA S TACC DE MANI MANI KING X 485 GRS          ;12
7798151953346;MANI FRITO SALADO KING DOY PACK X 350 GRS         ;20
7798151953384;MANI FRITO SALADO KING X100 GRS                   ;30
7798151953407;MANI C CASCARA KING X 400 GRS                     ;10
7798152220072;ALCOHOL GEL SANITIZ P MANOS FLORAL CARREFOURX250CC;24
7798152222151;ATUN AL NATURAL LOMITOS CARREFOUR 3 X 80 GRS      ;20
7798152222182;PATE DE ATUN CARREFOUR X 80 GRS                   ;60
7798152222229;MATA M Y M CASA Y JARDIN AEROSOL CARREFOUR X 370CC;12
7798152222380;MIEL LIQUIDA DE PRADERA CARREFOUR X 500 GRS   ;12
7798152223387;GALLETITAS SALVADO MINI CARREFOUR X 300 GRS       ;16
7798152223417;GALLETITAS SANDWICH CARREFOUR FLOW 3 X 110 GRS    ;120
7798152223424;GALLETITAS SANDWCH CARREFOUR X 110 GRS            ;72
7798152224032;GALLETITAS SANDWICH CARREFOUR PACK 3 X 110 GRS    ;150
7798152224049;GALLETITAS SALVADO CARREFOUR 3 X 120 GRS          ;30
7798152224056;GALLETITAS VAINILLA CARREFOUR FLOW PACK 3 X 120GRS;150
7798152224537;ALGODON PLEGADO CARREFOUR X 200 GRS           ;744
7798152224544;ALGODON PLEGADO CARREFOUR X 400 GRS               ;10
7798152224551;ALGODON SUPER CARREFOUR X 200 GRS                 ;20
7798152224568;COLONIA AMBRE CARREFOUR X 500 CC                  ;12
7798152226654;LIMPIADOR CREMOSO LIMON CARREFOUR X 750 CC        ;18
7798152226821;LUSTRAMUEBLES LAVANDA CARREFOUR AERO X 340 CC     ;12
7798152228979;SANITIZANTE NEUTRO CARREFOUR X 65 CC              ;3
7798152229211;GALLETITAS PEPAS CARREFOUR BOLSA X 500 GRS        ;150
7798154180626;FELPUDO PVC HELLO GOODBYE 50X70 CM                ;3
7798154180695;FELPUDO PVC EMOJI CARITA DIAM 60 CM               ;3
7798154180701;FELPUDO PATAS GRIS 45X60 CM                       ;3
7798154950021;ACEITUNAS VERDES ORGANICAS TERRASANA X 250 GRS    ;12
7798154950717;QUINOA BLANCA ORGANICA TERRASANA X 250 GRS        ;20
7798156550328;PERFUME NINAS CENICIENTA C ATOM DISNEY X50CC      ;12
7798156721223;ALIMENTO GATOS MIZZI COCTEL PES.CAR.Y ARR. 600GRS ;6
7798156721230;MIZZI CARNES VACUNAS 600GRS                       ;6
7798156721247;MIZZI FRUTOS DE MAR 600GRS                        ;6
7798156721308;ALIMENTO PERRO CARREFOUR MEDIANOS Y GRANDES 1.5KG ;8
7798156721315;ALIMENTO PERROS CARREFOUR RAZAS MED GDE X 3KG     ;6
7798156721322;ALIMENTO PERROS CARREFOUR RAZAS MED GDE X 15KG    ;6
7798156721377;ALIMENTO GATOS CARREFOUR ADULTOS 500GRS           ;20
7798156721384;ALIMENTO GATOS CARREFOUR ADULTOS X 1KG            ;8
7798156721469;ALIMENTO PERROS DOG SELECTION SENIOR LIGTH 3KGRS  ;6
7798156721483;ALIMENTO PERROS DOG SELECTION CACHORROS 8 KG      ;5
7798156721490;ALIMENTO PERROS DOG SELECTION ADULTOS 8 KG        ;5
7798156721513;ALIMENTO PERROS DOG SELECTION HIPOALERGENICO 8 KG ;5
7798156721575;ALIMENTO PERROS DOG SELECTION ADULTOS 15 2 KG     ;5
7798156721599;ALIMENTO PERROS DOG SELECTION HIPOALERGENICO 1.5 K;6
7798156721605;ALIMENTO PERROS DOG SELECTION HIPOALERGENICO 3 KG ;6
7798156721612;ALIMENTO PERROS DOG SELECTION RAZAS PEQUENAS 3 KG ;6
7798156721629;ALIMENTO PERROS DOG SELECTION RAZAS PEQUENAS 1.5 K;6
7798156721643;ALIMENTO PERROS DOG SELECTION CACHORROS 1.5 KG    ;6
7798156721650;ALIMENTO PERROS DOG SELECTION CACHORROS 3 KG      ;6
7798156721681;ALIMENTO PERROS DOG SELECTION ADULTOS 1.5 KG      ;6
7798156721698;ALIMENTO PERROS DOG SELECTION ADULTOS 3 KG        ;6
7798156722374;ALIMENTO PERRO TIERNITOS ADULTOS 1.5 KG           ;8
7798156722381;ALIMENTO PERRO TIERNITOS ADULTOS 3 KG             ;6
7798156722398;ALIMENTO PERRO TIERNITOS ADULTOS 8 KG             ;6
7798156722411;ALIMENTO PERRO TIERNITOS ADULTOS 17 KG            ;6
7798156722466;ALIMENTO PERRO TIERNITOS CACHORROS 1.5 KG         ;8
7798156722473;ALIMENTO PERRO TIERNITOS CACHORROS 3 KG           ;6
7798156722480;ALIMENTO PERRO TIERNITOS CACHORROS 8 KG           ;6
7798156722534;ALIMENTO PERRO TIERNITOS RAZAS PEQUENAS 1.5 KG    ;8
7798156722541;ALIMENTO PERRO TIERNITOS RAZAS PEQUENAS 3 KG      ;6
7798156722558;ALIMENTO PERRO TIERNITOS RAZAS PEQUENAS 8 KG      ;6
7798156761236;ALIMENTO HUMEDO TASTE PERRO TETRA X 340 GRS       ;12
7798156761243;ALIMENTO HUMEDO TASTE GATO TETRA X 340 GRS        ;12
7798157740018;MINI BIZCOCHOS RIANITOS BOLSA X 200 GRS           ;24
7798157740049;MINI BIZCOCHOS LINO CHIA RIANITOS BSA X 200 GRS   ;24
7798157740094;GALLETAS MARINERAS RIANITOS BSA BOLSA X 170 GRS   ;3
7798157740100;GALLETAS MARINERAS OLIVA/PARME RIANITOS X 170 GRS ;24
7798157740117;GALLETAS MARINERAS LINO/CHIA RIANITOS X 170 GRS   ;24
7798157740131;GALLETAS MARINERAS AZUCARADA RIANITOS X 170 GRS   ;24
7798158671182;SNACK PERROS GOLOCAN BOCADITOS CARNE CHOCO 100GRS ;10
7798158671205;SNACK PERROS GOLOCAN BOCADITOS JAMON QUESO 100GRS ;10
7798158671229;SNACK PERROS GOLOCAN BOCADITOS FRUTALES 100GRS    ;10
7798158671243;SNACK PERROS GOLOCAN BOCADITOS CHOCO LECHE 100GRS ;10
7798158671267;SNACK PERROS GOLOCAN BISCUIT DE POLLO 120GRS      ;10
7798158671885;SNACK GATOS GOLOCAN BOCADITO DEL MAR 45GRS        ;10
7798158671892;SNACK GATOS GOLOCAN BOCADITOS LA GRANJA 45GRS     ;10
7798158671991;SNACK PERROS GOLOCAN MINI BOC BAJO EN SODIO 100GR ;10
7798158672035;SNACK PERROS GOLOCAN HUESO DE CARNE 38GRS         ;10
7798158746248;BODY SPLASH FROZEN AIR KARINA RABOLINI X 200CC    ;6
7798159710132;CERA DEPILATORIA ALOE VERA LATA CARREFOURX200GRS  ;12
7798159710149;CERA DEPILATORIA MIEL LATA CARREFOUR X 200 GRS    ;12
7798159712372;SAL FINA LIGHT CARREFOUR SALERO X 100 GRS         ;90
7798159712389;SAL FINA LIGHT CARREFOUR SALERO X 250 GRS         ;28
7798159712402;SAL FINA YODADA CARREFOUR SALERO X 100 GRS        ;90
7798159712440;DESINFECTANTE BEBE CARREFOUR AEROSOL X 340 CC     ;12
7798159712457;DESINFECTANTE ORIGINAL AEROSOL CARREFOUR X 340 CC ;12
7798159712563;JABON ANT CLOROXYLENOL ORIGINAL CARREFOUR X 250 CC;24
7798159712570;JABON ANT CLOROXYLENOL SKINCARE CARREFOUR X 250 CC;24
7798159713911;SHAMPOO PROTEINAS DE TRIGO NUTRIC CARREFOUR X950CC;14
7798159713928;SHAMPOO MANZANA EXTRA BRILLO CARREFOUR X 950 CC   ;14
7798159713959;ACONDICIONADOR MANZANA EXT BRILLO CARREFOUR X950CC;14
7798159713966;ACONDICIONADOR CERAMIDAS FORTALEC CARREFOURX950CC ;14
7798159713973;ACONDICIONADOR ALGAS HIDRATANTE CARREFOUR X 950CC ;14
7798159713980;ACONDICIONADOR PROTEINAS TRIGO NUT CARREFOURX950CC;14
7798159714727;TOALLA C ALAS S D TRIPLEGADAS CARREFOUR X 8 UNI   ;50
7798159715243;FIBRA ESPONJA EXTRAFUERTE CARREFOUR X 1 UNI       ;60
7798159715250;ESPONJA BA O PARA SANITARIOS CARREFOUR X 1 UN     ;60
7798159715267;ESPONJA ANTIADHERENTE CARREFOUR X 1 UN            ;60
7798159715311;FILET DE ANCHOAS EN ACEITE CARREFOUR FCO X 90 GRS ;24
7798159715373;ROLLITO DE ACERO INOXIDABLE CARREFOUR 30 GRS X1   ;48
7798159715724;GASEOSA NARANJA REG CARREFOUR PET X 2.25 LT       ;6
7798159715731;GASEOSA COLA REGULAR CARREFOUR PET X 2.25 LT      ;6
7798159715755;GASEOSA TONICA REG CARREFOUR PET X 2.25 LT        ;6
7798159715786;TABLETA DE CHOCOLATE BLANCO CARREFOUR X 80 GRS    ;90
7798159715793;TABLETA CHOCOLATE C LECHE CARREFOUR X 80 GRS      ;90
7798159715809;TABLETA CHOC C LECHE MANI CARREFOUR X 80 GRS      ;90
7798159715816;TABLETA CHOC RELL DCE D LEC CARREFOUR X 80 GRS    ;90
7798159715823;TABLETA CHOCOLATE P TAZA CARREFOUR X 100 GRS      ;96
7798159715861;SUAVIZANTE PREMMIUM COPOS DE INV CARREFOUR X 900CC;12
7798159715991;JABON DE TOCADOR LIRIOS BLANCOS CARREFOUR 3 X 125G;21
7798159716004;JABON TOCADOR GLICERINA CARREFOUR 3 X 90 G    ;30
7798159716011;JABON DE TOCADOR JOVEN Y NATURAL CARREFOUR 3 X 90G;30
7798159716554;CAPPUCCINO CARREFOUR DOY PACK X125 GR             ;12
7798159716677;DURAZNOS CUBETEADOS CARREFOUR X 820 GRS           ;12
7798159717292;LIMPIADOR LIQUIDO FRUTAL CARREFOUR BOT X 1.8 LT   ;8
7798159717308;LIMPIADOR LIQUIDO COLONIA CARREFOUR BOT X 1.8 LT  ;8
7798159717360;JABON TOCADOR LIQ SKIN CARE CARREFOUR DP X300CC   ;24
7798159717513;TOSTADAS GRUESAS DULCES CARREFOUR X 200 GRS       ;12
7798159717520;PAPEL HIGIENICO D HOJA DECO CARREFOUR 4 X 50 MTS  ;10
7798159717537;ROLLO DE COCINA DECORADO CARREFOUR 3 X 50 PANOS   ;10
7798159717582;APRESTO P ROPA CARREFOUR DOY PACK X 500 CC        ;16
7798159717612;GALLETITAS RELL VAINILLA CARREFOUR X 97 GRS       ;36
7798159717629;GALLETITAS CHOCOLATE RELL CARREFOUR X 97 GRS      ;36
7798159717636;GALLETITAS CHOCOLATE RELL CARREFOUR FP 3 X 97 GRS ;12
7798159717643;GALLETITAS RELL VAINILLA CARREFOUR FP 3 X 97 GRS  ;12
7798159717704;DETERGENTE ROPA FINA CARREFOUR DOY PACK X 450 CC  ;18
7798159717742;BARRA DE CEREAL FRUTILLA YOGUR CARREFOUR X 3 UNI  ;40
7798159717759;BARRA DE CEREAL DURAZNO CARREFOUR X 3 UNI         ;40
7798159717766;BARRA DE CEREAL CHOCOLATE COCO CARREFOUR X 3 UNI  ;40
7798159717858;GALLETITAS MINI SANDWICH CARREFOUR X 300 GRS      ;16
7798159717865;GALLETITAS SALVADO MINI CARREFOUR X 300 GRS       ;16
7798159717872;GALLETITAS CRACKERS MINI S SAL CARREFOUR X300G    ;16
7798159717940;GALLETITAS HOJALDRE LARGUITA CARREFOUR X 150 GRS  ;18
7798159717957;GALLETITAS HOJALDRE TRIANGULOS CARREFOUR X 150 GRS;18
7798159717964;BIZCOCHOS AZUCARADOS HOJALDRE CARREFOUR X 180 GRS ;24
7798159718381;TOSTADAS GRUESAS CLASIC S SAL CARREFOUR X 180G    ;20
7798159718404;TOSTADAS GRUESAS C FIBRAS CARREFOUR X 180 GRS     ;20
7798159718787;GALLETITAS CRACKERS LIGHT CARREFOUR X 110 GRS ;48
7798159718794;GALLETITAS CRACKERS LIGHT CARREFOUR 3 X 110 GRS   ;12
7798159718961;PAPEL HIGIENICO D HOJA CARREFOUR 4 X 30 MTS       ;12
7798159718978;PAPEL HIGIENICO H SIMPLE CARREFOUR 4 X 30 MTS     ;12
7798159718985;PAPEL HIGIENICO H SIMPLE CARREFOUR 4 X 80 MTS     ;250
7798159719128;CALDO DE VERDURA CARREFOUR CAJA X 12 UNI          ;80
7798159719135;CALDO DE GALLINA CARREFOUR CAJA X 12 UNI          ;80
7798159719142;CALDO DE CARNE CARREFOUR CAJA X 12 UNI            ;80
7798159719333;BARRA DE CEREAL CON MANZANA CARREFOUR CAJA X 6 UNI;20
7798159719340;BARRA DE CEREAL CON AVENA Y MIEL CARREFOUR X 6 UNI;20
7798159719722;DURAZNOS EN MITADES CARREFOUR LATA X 820 GRS  ;12
7798159719739;GASEOSA LIGHT LIMA LIMON CARREFOUR X 2.25 LT      ;6
7798159719746;GASEOSA LIGHT NARANJA CARREFOUR PET X 2.25 LT     ;6
7798159719975;PAN S TACC DE MESA DE MOLDE CARREFOUR X 200GRS    ;6
7798159719982;PAN S TACC DE MESA C SEMILLAS CARREFOUR X 200G    ;6
7798159719999;GALLETITAS PEPAS CARREFOUR BOLSA X 900 GRS        ;8
7798160621175;JGO. CADENA BARRO Y NIEVE IAEL X2 PCS CD 50       ;5
7798160621199;JGO. CADENA BARRO Y NIEVE IAEL X2 PCS CD 70       ;5
7798160621212;JGO. CADENA BARRO Y NIEVE IAEL X2 PCS CD 90       ;288
7798160621304;JGO. CADENA BARRO Y NIEVE IAEL CD260 X2 PCS       ;6
7798161722161;JUGO ORGANICO NARANJA LAS BRISAS X 330 CC         ;12
7798161722192;JUGO DE MANZANA ORGA S AZUCAR LAS BRISAS BOTX330CC;3
7798161722963;MERME ORG NICA ARANDANOS LAS BRISAS 260 GR        ;12
